重安醫院    842高雄市旗山區大仁街18號
財團法人伊甸社會福利基金會國際發展處-越南服務中心   105台北市松山區光復北路60巷19-6號B1
財團法人伊甸社會福利基金會附設台北市職訓就輔中心    115台北市南港區忠孝東路六段85號3樓
財團法人勵馨社會福利事業基金會台中分事務所大里服務中心 412台中市大里區新光路32號4樓
財團法人台灣世界展望會東區辦事處暨資源發展處花蓮辦公室 970花蓮縣花蓮市文苑路12號5樓
財團法人台灣省天主教會新竹教區附設德蘭兒童中心 308新竹縣寶山鄉雙溪村雙園路二段319號
財團法人台灣省天主教會新竹教區附設苗栗縣私立聖方濟育幼院    356苗栗縣後龍鎮東門街150號
財團法人台灣省私立桃園仁愛之家附設新竹老人養護中心   300新竹市新竹市新雅里西門街116號
財團法人天主教光仁文教基金會附設台北市私立育仁啟能中心 108台北市萬華區柳州街41號4樓
財團法人天主教會台中教區附設台中市私立慈愛智能發展中心 406台中市北屯區雷中街21之3號
財團法人天主教靈醫會私立聖嘉民老人長期照顧中心 266宜蘭縣三星鄉大隱村三星路二段103號
財團法人屏東縣私立椰子園老人養護之家  908屏東縣長治鄉屏東縣長治鄉繁昌村振興路16之9號
財團法人屏東縣私立福慧社會福利慈善事業基金會附設大同之家    908屏東縣長治鄉信義路131號
財團法人彰化縣私立真善美社會福利慈善事業基金會 530彰化縣二水鄉復興村山腳路三段211號
財團法人瑪利亞社會福利基金會附設瑪利亞霧峰教養家園   413台中市霧峰區峰谷村峰谷路355號
財團法人育成社會福利基金會附設臺北市私立育成和平發展中心    106台北市大安區臥龍街280號
財團法人臺灣省私立台南仁愛之家敬老所  710台南市永康區台南市永康區鹽洲里三村一街151號
高雄市早期療育綜合服務中心（委託博正兒童發展中心承辦） 807高雄市三民區九如一路775號
高雄市私立人本長期照顧中心(養護型)  806高雄市前鎮區高雄市前鎮區竹中里和平二路203號2樓
北投士林區身心障礙者社區資源中心（委託伊甸基金會辦理） 112台北市北投區清江路186號1樓
原住民文化藝術永續發展協會附設新竹縣尖石鄉家婦中心   313新竹縣尖石鄉嘉樂村1鄰砂坪1-5號
台南市私立為仁老人長期照顧中心(養護型）    723台南市西港區臺南市西港區慶安里4鄰中州89號
嘉義市私立梅香園老人長期照顧中心（長照型）   600嘉義市嘉義市東區後庄里2鄰林森東路877號
嘉義市私立金蓮園老人長期照顧中心（養護型）   600嘉義市嘉義市東區後庄里2鄰林森東路875號
基隆市私立安安老人養護中心   204基隆市安樂區基隆市安樂區六合里24鄰樂利三街201號.203號1樓
基隆市私立志心老人養護中心   204基隆市安樂區基隆市安樂區六合里24鄰樂利三街189號.193號1樓
宜蘭縣私立祥泰老人長期照顧中心(養護型)    260宜蘭縣宜蘭市宜蘭縣宜蘭市中山路3段87號5、6樓
屏東縣私立亨特利老人長期照顧中心(養護型)   912屏東縣內埔鄉屏東縣內埔鄉中林村觀山街21號
屏東縣私立菩提樹老人長期照顧中心(養護型)   900屏東縣屏東市屏東縣屏東市北興里永吉街50號
彰化縣私立一尚安老人養護中心  511彰化縣社頭鄉彰化縣社頭鄉社頭村中山路三段60巷288弄60號
彰化縣私立寶祥老人長期照護中心 500彰化縣彰化市彰化縣彰化市永福里中山路2段605號3樓-2.-3
新北市愛家發展中心（委託中華民國唐氏症基金會辦理）   243新北市泰山區明志路一段205號2F-2
新北市私立大漢老人長期照顧中心（養護型）    221新北市汐止區新北市汐止區福德路38號5樓之1
新北市私立安佳老人長期照顧中心（養護型）    220新北市板橋區新北市板橋區館前西路139號6樓
新北市私立寶安老人長期照顧心（養護型） 234新北市永和區新北市永和區竹林路73號2樓、3樓
新北市私立思福老人長期照顧中心（養護型）    251新北市淡水區新北市淡水區下圭柔山114之7號
新北市私立思親老人長期照顧中心（養護型）    251新北市淡水區新北市淡水區下圭柔山114之6號
新北市私立迦蜜老人長期照顧中心（養護型）    220新北市板橋區新北市板橋區廣權路10號2、3樓
新竹縣私立康福長期照顧中心(養護型)  304新竹縣新豐鄉新竹縣新豐鄉後湖村11鄰十一股12之1號
新竹縣私立廣慈長期照顧中心(養護型)  304新竹縣新豐鄉新竹縣新豐鄉鳳坑村8鄰坑子口720之3號
新竹縣私立建安長期照顧中心(養護型)  302新竹縣竹北市新竹縣竹北市福德里7鄰博愛街298巷9號
新竹縣私立新湖長期照顧中心(養護型)  303新竹縣湖口鄉新竹縣湖口鄉信義村千湖路38巷20號3樓
臺中市私立杏林老人養護中心   407台中市西屯區臺中市西屯區福雅里西屯路3段153之5號3樓至6樓
臺北市私立福全老人養護所    104台北市中山區臺北市中山區新福里004鄰松江路374、380、382號4樓
臺北縣私立安康老人長期照顧中心（養護型）    237新北市三峽區新北市三峽區中華路22號3樓之3
臺東縣私立慈心老人長期照顧中心(養護型)    950台東縣台東市臺東縣臺東市東海里桂林北路75號
苗栗縣私立大安居老人長期照顧中心(養護型)   360苗栗縣苗栗市苗栗市上苗里14鄰建民街60號5樓
財團法人創世社會福利基金會附設嘉義市私立創世清寒植物人安養院  600嘉義市友愛路562號4樓
財團法人創世社會福利基金會附設新竹市私立創世清寒植物人安養院  300新竹市和平路142號2樓
財團法人台南市私立朝興社會福利慈善事業基金會附設朝興啟能中心  702台南市南區新和路9號
財團法人基督教伯特利會總會花蓮縣私立長榮養護院 973花蓮縣吉安鄉光華村4鄰華城五街550號
財團法人天主教善牧社會福利事業基金會台北中心  100台北市中正區中山北路一段2號11樓1100室
財團法人彰化縣私立葳群公益慈善事業基金會    511彰化縣社頭鄉彰化縣社頭鄉朝興村社石路3號
財團法人心路社會福利基金會附設私立心路桃園發展中心   324桃園縣平鎮市環南路二段192巷1號
財團法人樹河社會福利基金會附設台灣省私立悠然山莊安養中心    718台南市關廟區下湖村1-26號
高雄市脊髓損傷者成功之家（委託高雄市脊髓損傷者協會辦理）    806高雄市前鎮區成功2路8-3號
南投地院家暴事件服務處（委託勵馨社會福利事業基金會辦理）    551南投縣名間鄉彰南路356-7號
台南市私立和豐園老人長期照顧中心(養護型)   709台南市安南區臺南市安南區國安里國安街196號
台南市私立跨進老人長期照顧中心(養護型)    708台南市安平區臺南市安平區華平里健康二街388號
台灣老人聯誼協會    540南投縣南投市中興路502號南投市中興路468巷6號台縣大里市中興路2段884號
嘉義市私立安心老人長期照顧中心（長期照護型）  600嘉義市嘉義市西區湖內里25鄰南京路279號
宜蘭縣私立健康老人長期照顧中心(養護型)    260宜蘭縣宜蘭市宜蘭縣宜蘭市農權路3段178號3、4樓
屏東縣私立靜園老人長期照顧中心(養護型)    923屏東縣萬巒鄉屏東縣萬巒鄉硫黃村光復路37之8號
彰化縣私立和德老人長期照顧中心(養護護型)   500彰化縣彰化市彰化縣彰化市東芳里永芳路58號
彰化縣私立聖榕園老人長期照顧中心(養護型)   514彰化縣溪湖鎮彰化縣溪湖鎮東溪里榕樹路130號
新北市私立大安老人長期照顧中心（養護型）    241新北市三重區新北市三重區自強路4段110號3樓
新北市私立春天老人長期照顧中心（養護型）    220新北市板橋區新北市板橋區大觀路3段236號8樓
新北市私立景馨老人長期照顧中心（養護型）    242新北市新莊區新北市新莊區化成路63巷41號3樓
臺北市私立大園老人養護所    100台北市中正區臺北市中正區三愛里001鄰新生南路1段124之3號1~4樓
臺北市私立慧誠老人養護所    116台北市文山區臺北市文山區木柵里 025鄰木柵路2段163、165號1~4樓
臺北縣私立主恩福老人養護中心  237新北市三峽區新北市三峽區和平街65-5、65-7號1樓、65-4號2樓
臺南市私立和平老人長期照顧中心(養護型)    735台南市下營區臺南市下營區仁里里工業街2巷19號
臺南市私立和春老人長期照顧中心（養護型）    710台南市永康區臺南市永康區五王里振興路98號
臺南市私立惠慈老人長期照顧中心（養護型）    702台南市南區臺南市南區大忠里公英1街37巷35號
花蓮縣身心障礙福利服務中心（委託門諾社福基金會辦理）  970花蓮縣花蓮市民權路6-3號2樓之1
財團法人利河伯社會福利基金會附設台灣省私立基督仁愛之家 545南投縣埔里鎮福興路146巷48號
財團法人台灣兒童暨家庭扶助基金會宜蘭分事務所羅東服務處 265宜蘭縣羅東鎮純精路一段71號
財團法人嘉義縣私立天主教敏道社會福利慈善事業基金會   613嘉義縣朴子市祥和西路二段2號4樓
財團法人心路社會福利基金會附設台北市私立心路社區家園  116台北市文山區福興路63巷4弄29號
財團法人恩典文教基金會附設高雄市私立曙光教養中心    811高雄市楠梓區高楠公路1870巷57弄19號
財團法人高雄基督教信義醫院附設高雄市私立方舟養護之家  802高雄市苓雅區成功一路135巷26號
財團法人高雄市私立愛心老人養護中心   843高雄市美濃區高雄市美濃區中圳里泰安路249巷2之2號
雲林縣身心障礙養護中心（委託長照管理顧問有限公司辦理） 640雲林縣斗六市府文路22號5-7樓
高雄市私立青園老人長期照顧中心（養護型）    830高雄市鳳山區高雄市鳳山區過埤里鳳頂路56號
台北市北投婦女服務中心（委託台灣婦女展業協會辦理）   112台北市北投區中央北路一段12號6樓
台南市私立同安老人長期照顧中心(養護型)    709台南市安南區臺南市安南區海東里同安路17巷18號
嘉義市私立新仁友老人長期照護中心（養護型）   600嘉義市嘉義市東區北門里7鄰民權路332巷38號
基隆市身心障礙福利服務中心（委託伊甸社會福利基金會辦理）    201基隆市信義區東信路282-45號
屏東縣私立佑生老人長期照顧機構(養護型)    928屏東縣東港鎮屏東縣東港鎮船頭里船頭路75之10號
屏東縣私立安宮老人長期照顧中心（養護型）    932屏東縣新園鄉屏東縣新園鄉鹽埔村義仁路396號
新北市愛兒兒童發展中心（委託心路社會福利基金會辦理）  231新北市新店區中正路263巷16號1樓
新北市私立夏雨老人長期照顧中心（長期照護型）  244新北市林口區新北市林口區三民路75號2樓
新北市私立皇佳老人長期照顧中心（養護型）    235新北市中和區新北市中和區中山路2段562號10樓
新竹市私立仙樂園老人長期照顧中心(養護型)   300新竹市新竹市中隘里中華路六段647巷75弄1之3號
新竹縣私立竹光長期照顧中心(養護型)  303新竹縣湖口鄉新竹縣湖口鄉信義村千湖路38巷20號1-2樓
桃園縣私立庭園養護長期照顧中心（養護、長期照護型）   325桃園縣龍潭鄉龍潭鄉南龍路42號1樓
臺中市私立桃太郎老人養護中心  421台中市后里區臺中市后里區墩南里南村路333巷42之36號3、4樓
臺中市私立永和老人長期照顧中心（養護型）    437台中市大甲區臺中市大甲區文武里育英路128號
臺北市兒童托育資源中心(兒童福利聯盟文教基金會辦理)  105台北市松山區民生東路五段163-1號9F
臺北市私立宏安老人長期照顧中心(養護型)    111台北市士林區臺北市士林區重慶北路4段162號1-4樓
臺北市私立慧華老人長期照顧中心(養護型)    116台北市文山區臺北市文山區興隆路2段154巷11號1樓
臺北市私立葉媽媽老人養護所   108台北市萬華區臺北市萬華區錦德里012鄰西園路2段243之13號1~4樓
臺北市私立葉爸爸老人養護所   108台北市萬華區臺北市萬華區錦德里012鄰西園路2段243之14號1~4樓
臺南市私立仁愛老人長期照顧中心（養護型）    737台南市鹽水區臺南市鹽水區水秀里土庫6之22號
財團法人中華民國佛教慈濟慈善事業基金會台北分會 106台北市大安區忠孝東路三段217巷7弄35號
財團法人創世社會福利基金會中彰投愛心天使網部(中縣市) 408台中市南屯區文心南五路310號4樓
財團法人台北市基督教勵友中心臺北市北區少年服務中心   112台北市北投區中央北路一段12號5樓
財團法人台北市私立恆安老人養護中心辦理兆如老人安養護中心    116台北市文山區政大二街129號
財團法人台灣世界展望會宜蘭(一)中心暨資源發展處宜蘭辦公室   265宜蘭縣羅東鎮和平路154號2樓
財團法人台灣世界展望會西區辦事處暨資源發展處西區辦公室 300新竹市光復路二段481號11樓之1
財團法人天主教伯利恆文教基金會附設臺南縣北區嬰幼兒發展中心   726台南市學甲區華宗路517號
財團法人天主教會台中教區附設南投縣私立玫瑰啟能訓練中心 557南投縣竹山鎮集山路三段958號
財團法人天主教耕莘醫院辦理台北市至善老人安養護中心   111台北市士林區仰德大道二段2巷50號
財團法人彰化縣私立廣成老人安養中心   510彰化縣員林鎮彰化縣員林鎮振興里員水路1段102巷76號
財團法人彰化縣私立珍瑩老人養護中心   511彰化縣社頭鄉彰化縣社頭鄉仁和村山腳路2段726巷23號
財團法人感恩社會福利慈善基金會承辦羅東鎮養護所 265宜蘭縣羅東鎮宜蘭縣羅東鎮維揚路132號
財團法人蘭智社會福利基金會附設私立蘭陽智能發展學苑   269宜蘭縣冬山鄉柯林村安農二路208號
財團法人雙福社會福利慈善事業基金會（文山區家家堂)   116台北市文山區興隆路三段207巷6弄6號
高雄市私立安心老人長期照顧中心（養護型）    807高雄市三民區高雄市三民區博惠里凱歌路161號
高雄市私立永安老人長期照顧中心(養護型)    804高雄市鼓山區高雄市鼓山區前峰里永德街143號1樓
高雄市私立菩心老人長期照顧中心（養護型）    815高雄市大社區高雄市大社區大社里學府路196號
台北市博愛發展中心早療分部（委託第一社會福利基金會辦理）    114台北市內湖區江南街71巷60號
台北市文山婦女暨家庭服務中心（委託台灣婦女展業協會辦理）    116台北市文山區景後街151號3樓
屏東縣私立崁農老人長期照顧中心（養護型）    924屏東縣崁頂鄉屏東縣崁頂鄉崁頂村興農路35-1號
彰化縣私立友福老人長期照顧中心(養護型)    513彰化縣埔心鄉彰化縣埔心鄉羅厝村羅永路49-9號1樓
彰化縣私立迦南老人長期照護中心(養護型)    513彰化縣埔心鄉彰化縣埔心鄉南館村四湳路383巷30號
臺北市私立德寶老人養護所    103台北市大同區臺北市大同區 建明里 002鄰長安西路78巷4弄11號1~4樓
臺南市私立天和老人長期照顧中心（養護型）    731台南市後壁區臺南市後壁區頂安里頂寮290之2號
臺南市私立慈安老人長期照顧中心（養護型）    717台南市仁德區臺南市仁德區成功里成功2街200號
臺東縣私立利嘉老人長期照顧中心（養護型）    954台東縣卑南鄉臺東縣卑南鄉利嘉村627巷31弄20號
財團法人中華文化社會福利事業基金會台北兒童福利中心   110台北市信義區忠孝東路五段295巷8號
財團法人中華民國兒童福利聯盟文教基金會中區辦事處家庭重建組   404台中市北區民權路400號3樓
財團法人伊甸社會福利基金會附設苗栗縣服務中心(大湖)  364苗栗縣大湖鄉大湖村2鄰民權路15-2號
財團法人台南市私立吾愛吾家養護中心   708台南市安平區臺南市安平區億載里永華十二街27巷10號
財團法人台灣世界展望會台南中心暨資源發展處台南辦公室  700台南市中西區民權路一段243號8樓
財團法人台灣兒童暨家庭扶助基金會附設新北市私立大同育幼院    235新北市中和區圓通路121巷2號
財團法人台灣省天主教會新竹教區附設桃園縣私立天使發展中心    334桃園縣八德市永安街13巷18號
財團法人台灣省天主教會新竹教區附設桃園縣私立愛家發展中心    324桃園縣平鎮市貿東路66巷12號
財團法人台灣省私立台北仁濟院附設仁濟安老所   251新北市淡水區新北市淡水區中正東路2段153號
財團法人第一社會福利基金會附設新北市私立中和發展中心  235新北市中和區建一路150號2樓之二
財團法人高雄市私立合信興老人養護中心  842高雄市旗山區高雄市旗山區新光里旗南三路112之2號
台北縣淡水鎮老人頤養協會(原名淡水祈福保生宮頤養協會  251新北市淡水區義山里下奎柔山28-1號
基隆市私立長青老人養護中心   206基隆市七堵區基隆市七堵區八德里5鄰八德路21號2樓及21之1號1樓
屏東縣私立慈恩老人長期照顧中心（養護型）    907屏東縣鹽埔鄉屏東縣鹽埔鄉洛陽村七份路10-20號
新北市私立再芳老人長期照顧中心（養護型）    248新北市五股區新北市五股區成泰路4段10號3樓之2
新北市私立明泰老人長期照顧中心（養護型）    248新北市五股區新北市五股區成泰路4段10號3樓之3
新北市私立松園老人長期照顧中心（養護型）    220新北市板橋區新北市板橋區四川路2段16巷8號7樓
新北市私立瑞昇老人長期照顧中心（養護型）    220新北市板橋區新北市板橋區四川路2段16巷1號1樓
新北市私立皖美老人長期照顧中心（養護型）    220新北市板橋區新北市板橋區四川路2段16巷1號8樓
新北市私立鴻祥老人長期照顧中心（養護型）    220新北市板橋區新北市板橋區四川路2段16巷9號8樓
梅嘎浪總體產業發展協會新竹縣尖石鄉梅花部落老人日間關懷站    313新竹縣尖石鄉梅花村4鄰95-1號
臺中市私立康祥老人長期照顧中心（養護型）    433台中市沙鹿區臺中市沙鹿區三鹿里保成六街90號
臺北市健軍團體家庭（委託育成社會福利基金會辦理）    100台北市中正區汀州路三段60巷2弄2之6號
臺北市私立松湛園老人養護所   104台北市中山區臺北市中山區聚盛里003鄰錦州街4巷1號2樓、2樓之1
臺北市私立祥家老人養護所    114台北市內湖區臺北市內湖區湖濱里026鄰內湖路2段253巷1弄1.3號1-2樓
臺北市私立祥霖老人養護所    112台北市北投區臺北市北投區 永欣里 014鄰 石牌路2段315巷16弄1號1樓
臺南市私立清心園老人長期照顧中心(養護型)   721台南市麻豆區臺南市麻豆區港尾里客子寮1之27號
花蓮縣私立安心老人長期照顧中心(長期照護型)  976花蓮縣光復鄉花蓮縣光復鄉大華村林森路183號
財團法人一粒麥子社會福利慈善事業基金會宜蘭服務中心   260宜蘭縣宜蘭市宜蘭市公園路497巷20號
財團法人創世社會福利基金會附設宜蘭縣私立創世清寒植物人安養院  265宜蘭縣羅東鎮民族路32號
財團法人創世社會福利基金會附設苗栗縣私立創世清寒植物人安養院  360苗栗縣苗栗市站前1號5樓
財團法人創世社會福利基金會附設雲林縣私立創世清寒植物人安養院  640雲林縣斗六市公正街39號
財團法人台灣世界展望會南區辦事處暨資源發展處南區辦公室 802高雄市苓雅區建國一路109號13樓
財團法人天主教靈醫修女會附設宜蘭縣私立瑪利亞長期照護中心    265宜蘭縣羅東鎮北成街一段17號
財團法人宜蘭縣私立宏仁老人長期照顧中心(養護型)    260宜蘭縣宜蘭市宜蘭縣宜蘭市舊城北路177號
財團法人晨光社會福利基金會附設金門縣私立晨光教養家園  890金門縣金沙鎮環島北路三段485-6號
財團法人臺灣省私立台南仁愛之家成功養護中心   704台南市北區臺南市北區五福里成功路238巷11號
高雄地院家庭暴力事件服務處（委託勵馨社會福利事業基金會辦理）  811高雄市楠梓區常順街89號
台灣社會政策學會    545南投縣埔里鎮琵琶里2鄰建國北路31巷2弄5號南投縣埔里鎮建國北路31巷2弄5號
基隆市私立中正老人養護中心   202基隆市中正區基隆市中正區平寮里14鄰平一路274號2-4樓.276號2-4樓
基隆市私立健慈老人長期照顧中心（養護型）    206基隆市七堵區基隆市七堵區堵北里14鄰福2街205號
基隆市私立福慧老人長期照顧中心（養護型）    204基隆市安樂區基隆市安樂區武聖街內寮里3鄰12號
屏東縣私立宜家老人長期照顧中心（養護型）    925屏東縣新埤鄉屏東縣新埤鄉萬隆村萬安路10之2號
彰化縣私立新溪湖老人長期照顧中心(養護型)   514彰化縣溪湖鎮彰化縣溪湖鎮媽厝里湳底路89之38號
戴德森醫療財團法人嘉義基督教醫院好消息協談中心 600嘉義市嘉義市保健街100號保健大樓７樓　
新北市私立亞恩老人長期照顧中心（養護型）    231新北市新店區新北市新店區民權路42巷59弄2號5樓
新北市私立亞洲老人長期照顧中心（養護型）    231新北市新店區新北市新店區民權路42巷59弄2號2樓
新北市私立安泰老人長期照顧中心（養護型）    241新北市三重區新北市三重區福德北路4號3樓、4樓
新北市私立宏國老人長期照顧中心（養護型）    220新北市板橋區新北市板橋區四川路2段16巷10號7樓
新北市私立忠祥老人長期照顧中心（養護型）    235新北市中和區新北市中和區中山路2段327巷1號4樓
新北市私立慈愛老人長期照顧中心（養護型）    235新北市中和區新北市中和區連城路222巷2弄8號5樓
新北市聖心兒童發展中心（委託天主教光仁社會福利基金會辦理）   241新北市三重區溪尾街73號1樓
新北市自閉症潛能發展中心（委託新北市自閉症服務協進會辦理）   241新北市三重區溪尾街73號1樓
有限責任新北市原住民溫馨照顧服務勞動合作社   233新北市烏來區新北市烏來區忠治里忠治5鄰76號
桃園地院家暴事件服務處（委託勵馨社會福利事業基金會辦理）    320桃園縣中壢市中華路二段388號
臺中市私立欣德老人長期照顧中心（養護型）    406台中市北屯區臺中市北屯區平德里青島路3段13號
臺北市私立松竹園老人長期照護中心    104台北市中山區臺北市中山區晴光里013鄰雙城街32巷1號4~5樓
臺北市私立祇福老人養護所    111台北市士林區臺北市士林區三玉里 016鄰 忠誠路2段10巷11、13號1~2樓
臺南市私立康慈老人長期照顧中心（養護型）    742台南市大內區臺南市大內區頭社里6鄰頭社83-16號
臺南市私立康鈞老人長期照顧中心（養護型）    710台南市永康區臺南市永康區二王里中山南路858號
臺南市私立惠群老人長期照顧中心（養護型）    717台南市仁德區臺南市仁德區成功里成功一街106號
財團法人勵馨社會福利事業基金會台南服務中心   708台南市安平區中華西路二段三百一十五號五樓
財團法人台灣兒童暨家庭扶助基金會台中市北區分事務所大里服務處  412台中市大里區永隆路347號
財團法人台灣兒童暨家庭扶助基金會台南市北區分事務所佳里服務處  722台南市佳里區延平路580號
財團法人台灣兒童暨家庭扶助基金會新北市分事務所鶯歌服務處    239新北市鶯歌區仁愛路1號8樓之5
財團法人台灣兒童暨家庭扶助基金會附設宜蘭縣私立家扶希望學園   260宜蘭縣宜蘭市農權路7巷18號
財團法人台灣兒童暨家庭扶助基金會高雄市北區分事務所旗山服務處  842高雄市旗山區中正路236號
財團法人基督教惠明盲人福利會附設台中市私立惠明盲童育幼院    428台中市大雅區雅潭路四段332號
財團法人水源地文教基金會附設臺中市和平區家婦中心    424台中市和平區南勢里東關路三段139-11號
財團法人陽光社會福利基金會附設台北市私立陽光重建中心  104台北市中山區南京東路三段91號3樓
雲林縣私立三和老人長期照顧中心(長期照護型)  634雲林縣褒忠鄉雲林縣褒忠鄉中民村大部路2-68號
雲林縣私立安家園老人長期照顧中心〈養護型〉   651雲林縣北港鎮雲林縣北港鎮後溝里7鄰灣內77號
雲林縣私立恩惠老人長期照顧中心〈養護型〉    630雲林縣斗南鎮雲林縣斗南鎮東明里2鄰新庄20-36號
高雄市私立慈融老人長期照顧中心（養護型）    807高雄市三民區高雄市三民區德西里中華二路213號
中華基督長老會山宣總會附設花蓮縣原住民少年兒童之家   972花蓮縣秀林鄉秀林村秀林路九鄰10-6號
台西早期療育日間托育中心（委託天主教若瑟社會福利基金會辦理）  636雲林縣台西鄉五榔村17-1號
宜蘭縣私立祥德老人長期照顧中心(養護型)    260宜蘭縣宜蘭市宜蘭縣宜蘭市東港路校舍巷216弄2、6號
屏東縣私立慈仁老人長期照顧機構（養護型）    912屏東縣內埔鄉屏東縣內埔鄉建興村建興路218巷5號
彰化縣私立彰居老人長期照顧中心(長期照護型)  500彰化縣彰化市彰化縣彰化市成功里民族路178-1號
新竹市身心障礙福利服務中心（委託伊甸社會福利基金會新竹分事務所辦理）  300新竹市竹蓮街6號
新竹縣私立怡心園長期照顧中心(養護型) 303新竹縣湖口鄉新竹縣湖口鄉中正村15鄰中山路1段368-1號
臺北市三玉啟能中心（委託天主教華光智能發展中心承辦）  111台北市士林區忠誠路二段53巷7號4樓
臺北市私立上上老人養護所    106台北市大安區臺北市大安區仁慈里 009鄰復興南路1段279巷14、16號1樓
臺北市私立松青園老人養護所   104台北市中山區臺北市中山區民安里021鄰民生西路30號2樓、2樓之1~4
臺南市私立仁田老人長期照顧中心（養護型）    717台南市仁德區臺南市仁德區仁德里文華路3段460號
臺南市私立愛和老人長期照顧中心（養護型）    709台南市安南區臺南市安南區淵東里海佃路3段273號
財團法人天主教善牧社會福利基金會新北市蘆洲少年福利服務中心   247新北市蘆洲區集賢路245號6樓
財團法人屏東縣私立國淳社會福利慈善事業基金會  911屏東縣竹田鄉屏東縣竹田鄉二崙村忠義路7號
財團法人心路社會福利基金會附設台北市私立心路兒童發展中心    104台北市中山區復興北路232號1樓
財團法人臺灣省私立台南仁愛之家康寧園安養中心  704台南市北區臺南市北區興南里公園路321巷8號
雲林縣私立大華老人長期照顧中心〈養護型〉    631雲林縣大埤鄉雲林縣大埤鄉南和村20鄰民族路81號
雲林縣私立新樂園老人長期照顧中心〈養護型〉   632雲林縣虎尾鎮雲林縣虎尾鎮三合里10鄰吳厝59號
雲林縣私立源春老人長期照顧中心〈養護型〉    637雲林縣崙背鄉雲林縣崙背鄉崙前村16鄰面前厝60號
雲林縣私立長青老人長期照顧中心〈養護型〉    651雲林縣北港鎮雲林縣北港鎮新厝里9鄰新厝110-30號
高雄市私立合信老人長期照顧中心(養護型)    806高雄市前鎮區高雄市前鎮區竹中里和平二路203號11樓
高雄市私立日新老人長期照顧中心（養護型）    843高雄市美濃區高雄市美濃區德興里忠孝路1段219號
高雄市私立順心老人長期照顧中心(養護型)    806高雄市前鎮區高雄市前鎮區瑞豐里瑞隆路591號1、2樓
台南市私立佑康老人長期照顧中心(養護型)    709台南市安南區臺南市安南區安西里安通路4段119巷24號
屏東縣私立上佳老人長期照顧中心（養護型）    900屏東縣屏東市屏東縣屏東市北興里21鄰公裕街296號
屏東縣私立普生老人長期照顧中心（養護型）    905屏東縣里港鄉屏東縣里港鄉大平村中山路35號4-6樓
新北市私立心田老人長期照顧中心（養護型）    220新北市板橋區新北市板橋區廣權路2號3樓、6號3樓F
臺北市私立倚青苑老人養護所   110台北市信義區臺北市信義區永春里002鄰中坡北路21號1~2樓、23號2樓
臺北市私立柏安老人養護所    111台北市士林區臺北市士林區蘭雅里 024鄰 中山北路6段290巷52、54號1樓
臺北市私立祥鶴老人養護所    116台北市文山區臺北市文山區景行里 004鄰 羅斯福路6段455巷21、23號1樓
臺北市私立陽明山老人長期照顧中心(養護型)   112台北市北投區臺北市北投區湖山里006鄰紗帽路116號
財團法人中華文化社會福利事業基金會附設職業訓練中心   110台北市信義區基隆路一段35巷7弄1之4號
財團法人創世社會福利基金會附設屏東縣私立創世清寒植物人安養院  900屏東縣屏東市光復路114-1號
財團法人台灣兒童暨家庭扶助基金會台南市北區分事務所永康服務處  710台南市永康區中山北路81號
財團法人台灣兒童暨家庭扶助基金會彰化分事務所彰化服務處 500彰化縣彰化市中正路二段560巷10號
財團法人台灣兒童暨家庭扶助基金會附設雲林縣私立家扶希望學園   632雲林縣虎尾鎮穎川里頂南56號
財團法人台灣基督長老教會東部中會附設台東縣私立長青老人養護中心 950台東縣台東市鐵花路51號
財團法人台灣省台南市台灣首廟天壇附設台南縣私立天壇老人養護中心 712台南市新化區新和庄22號
財團法人基督教惠明盲人福利會附設台中市私立惠明視障者教養院   428台中市大雅區前村路382巷78號
財團法人心路社會福利基金會心路洗衣坊慈佑門市(台北縣府大樓)  220新北市板橋區中山路一段161號
雲林縣私立安親院老人長期照顧中心〈養護型〉   651雲林縣北港鎮雲林縣北港鎮後溝里灣仔內路76號
高雄市私立幸福一家老人長期照顧中心(養護型)  806高雄市前鎮區高雄市前鎮區明正里漁港路93之1號
高雄市私立快樂家園老人長期照顧中心（養護型）  821高雄市路竹區高雄市路竹區竹南里竹南街93號
高雄市私立普祐老人長期照顧中心（養護型）    807高雄市三民區高雄市三民區立業里自立1路226號4樓
高雄市私立欣恩老人長期照顧中心(養護型)    804高雄市鼓山區高雄市鼓山區龍子里中華一路345號3-5樓
高雄市鳳山區兒童早期療育發展中心（委託伊甸社會福利基金會辦理） 830高雄市鳳山區體育路65號
台北市弘愛自閉症發展中心（委託台北市智障者家長協會辦理）    100台北市中正區濟南路二段46號4樓
台北縣政府委託台北縣友好潛能發展中心辦理台北縣慈群庇護工場   248新北市五股區五權路7巷8號之1
台南市私立永安老人長期照顧中心(養護型)    702台南市南區臺南市南區建南里永成路二段827巷25弄20號
嘉義市私立慈保老人養護中心   600嘉義市嘉義市東區長竹里6鄰大雅路二段234巷8、10、12、14、16、18號
基隆市私立逸嘉老人長期照顧中心（養護型）    200基隆市仁愛區基隆市仁愛區同風里11鄰忠4路13號7樓
基隆市立仁愛之家養護大樓（委託恆安老人養護中心辦理）  204基隆市安樂區基隆市安一路370巷1-5號
新北市私立安新老人長期照顧中心（養護型）    237新北市三峽區新北市三峽區民生街85號4樓、83號4樓
新北市私立祥安居老人長期照顧中心（養護型）   220新北市板橋區新北市板橋區四川路2段16巷1號10樓
